CustomerID,Age,Gender,AnnualIncome,Education,Occupation,City,TenureMonths,MembershipTier,PreferredChannel,TotalPurchases,TotalSpend,AvgOrderValue,PurchaseFrequencyPerMonth,WebsiteVisitsPerMonth,AppUsageHoursPerMonth,DiscountUsesPerYear,Returns,LastPurchaseDays,SatisfactionScore,SupportTickets,EmailOpenRatePct,CartAbandonmentRatePct,Churned
C025035,66,Male,37489,High School,IT,Bengaluru,8,None,Mobile App,52,27582.28,530.43,7.5,16,18.3,5,0,36,7.2,4,34.8,22.4,0
C025036,67,Male,129897,PhD,IT,Chennai,44,Silver,Store,77,89179.45,1158.17,1.52,13,5.6,6,3,39,6.8,0,37.8,31.4,1
C025037,47,Female,83259,Diploma,Finance,Kochi,74,Silver,Website,155,114305.66,737.46,2.54,16,4.4,6,2,41,7.6,0,32.7,36.1,0
C025038,30,Female,63438,Bachelor,Sales,Hyderabad,6,Silver,Website,11,50703.81,4609.44,1.52,15,1.9,9,3,74,5.8,1,60.2,33.4,1
C025039,56,Female,96303,High School,Finance,Bengaluru,53,Silver,Website,407,141011.9,346.47,7.57,12,13.5,12,5,27,6.3,3,66.5,29.2,0
C025040,69,Female,22327,Master,Finance,Madurai,86,Silver,Mobile App,601,48395.23,80.52,9.17,17,9.5,4,4,18,7.0,2,83.4,23.1,1
C025041,29,Male,51684,Diploma,Teacher,Mumbai,77,None,Website,385,120425.88,312.79,5.89,20,13.0,11,3,29,4.4,0,62.6,38.3,1
C025042,51,Male,96630,Bachelor,Business,Bengaluru,14,None,Marketplace,17,27929.4,1642.91,1.69,13,10.1,6,1,12,7.6,1,44.7,16.6,1
C025043,29,Male,73988,Master,Other,Pune,85,None,Mobile App,653,82129.63,125.77,7.09,19,10.0,6,1,44,6.1,2,54.0,49.8,1
C025044,61,Male,64085,Bachelor,Other,Kochi,61,Gold,Mobile App,262,87807.41,335.14,3.69,12,10.9,4,1,13,8.7,1,71.2,40.2,0
C025045,41,Female,39003,High School,IT,Mumbai,105,None,Website,262,14400.78,54.96,2.96,11,10.5,7,2,15,7.5,2,62.5,47.7,0
C025046,21,Female,58549,Master,Business,Pune,107,Silver,Website,569,40120.53,70.51,5.75,16,11.4,7,1,28,6.5,1,43.1,79.7,1
C025047,53,Male,175597,Master,Finance,Kochi,52,None,Website,262,161658.18,617.02,5.11,16,10.1,3,1,9,8.7,1,67.0,34.5,0
C025048,67,Male,70519,Master,IT,Mumbai,75,Silver,Store,212,45217.26,213.29,3.97,19,10.3,4,4,66,6.4,1,79.3,22.1,1
C025049,65,Female,196661,Master,Other,Chennai,16,None,Store,62,72860.75,1175.17,3.72,18,2.9,6,0,31,6.6,0,82.6,20.9,0
C025050,31,Female,72273,Bachelor,Other,Hyderabad,72,None,Marketplace,292,128275.86,439.3,4.45,20,23.5,4,3,18,8.4,1,67.0,44.0,0
C025051,34,Female,115934,Master,Engineer,Kochi,1,Gold,Store,2,98468.74,49234.37,2.16,19,8.8,7,1,128,7.4,1,50.0,36.0,1
C025052,66,Female,77861,Bachelor,Student,Bengaluru,36,Gold,Mobile App,149,48003.97,322.17,4.77,11,0.0,6,0,19,5.4,0,71.9,40.1,1
C025053,20,Female,70942,Master,Other,Pune,84,Gold,Mobile App,161,53361.99,331.44,2.69,15,9.9,2,1,45,6.2,1,52.9,50.0,0
C025054,55,Female,24429,High School,Engineer,Coimbatore,57,None,Store,190,48159.69,253.47,3.26,14,18.2,5,3,8,8.0,1,61.0,54.9,0
C025055,40,Female,85247,Master,Other,Delhi,11,None,Mobile App,40,143316.21,3582.91,4.42,13,15.8,5,1,38,7.8,0,44.2,32.0,0
C025056,30,Female,125178,Bachelor,Other,Pune,97,Silver,Website,843,126119.69,149.61,7.2,14,7.4,6,0,21,10.0,2,35.9,54.5,0
C025057,26,Male,31148,Bachelor,Engineer,Madurai,4,Silver,Marketplace,12,19664.48,1638.71,3.39,14,14.5,5,1,35,4.7,0,65.9,18.4,1
C025058,38,Female,38880,Bachelor,Sales,Madurai,17,Silver,Store,158,81869.02,518.16,8.52,9,7.5,6,0,120,7.8,0,28.8,44.4,1
C025059,58,Male,37015,Master,Healthcare,Mumbai,100,None,Mobile App,651,35132.22,53.97,5.76,18,15.5,7,2,50,9.3,3,60.5,30.4,1
C025060,25,Male,40600,Master,Teacher,Madurai,75,None,Store,380,78717.28,207.15,4.4,15,14.9,0,2,86,7.2,0,51.1,43.3,1
C025061,34,Female,94950,High School,Student,Delhi,62,Silver,Marketplace,492,99028.86,201.28,7.57,22,25.4,6,3,60,5.0,1,72.2,23.2,1
C025062,33,Female,136268,Master,Student,Hyderabad,75,Gold,Mobile App,424,112614.1,265.6,5.25,14,19.5,1,1,49,7.7,2,80.4,22.4,0
C025063,33,Male,60702,PhD,Engineer,Coimbatore,59,Platinum,Website,256,92754.13,362.32,4.38,11,14.4,6,0,75,5.8,2,75.6,29.1,1
C025064,45,Female,49018,Master,IT,Kochi,29,Silver,Website,107,102043.19,953.67,3.84,11,8.0,12,1,30,9.0,4,35.8,45.9,1
C025065,68,Female,19669,Bachelor,Engineer,Coimbatore,2,Silver,Mobile App,2,24963.33,12481.66,1.77,14,7.2,3,1,76,6.4,1,70.7,48.5,1
C025066,33,Female,48998,Master,Business,Mumbai,97,Silver,Store,190,61827.07,325.41,1.82,14,20.4,6,1,35,7.2,0,61.1,63.7,1
C025067,63,Female,43953,Diploma,IT,Hyderabad,62,Platinum,Store,446,85913.39,192.63,7.48,10,9.5,8,1,95,7.6,1,45.1,44.0,0
C025068,69,Female,80717,Bachelor,IT,Bengaluru,40,Silver,Website,158,68948.13,436.38,3.74,14,11.6,5,1,26,6.8,2,73.9,23.7,1
C025069,63,Female,172777,High School,IT,Coimbatore,9,Gold,Mobile App,34,460020.64,13530.02,4.1,10,11.4,5,1,21,6.5,2,68.6,55.5,0
C025070,31,Female,77359,PhD,Sales,Delhi,25,Silver,Mobile App,45,51194.83,1137.66,2.73,14,4.9,5,3,19,9.7,2,51.6,49.7,0
C025071,63,Female,25561,Diploma,Business,Coimbatore,12,None,Mobile App,76,25773.65,339.13,5.66,11,13.3,7,2,22,7.9,5,45.6,47.9,0
C025072,61,Male,24841,Master,Finance,Pune,83,None,Marketplace,440,19782.87,44.96,5.82,8,14.0,6,1,49,8.3,0,49.2,37.8,0
C025073,55,Female,119910,Master,Finance,Pune,18,Silver,Marketplace,78,139501.43,1788.48,3.75,19,15.6,5,1,26,5.5,2,45.3,33.4,1
C025074,37,Male,47010,Bachelor,Finance,Chennai,8,None,Mobile App,48,54104.85,1127.18,8.22,18,18.9,6,2,27,7.2,0,62.5,45.7,1
C025075,62,Female,50282,Diploma,Teacher,Madurai,25,None,Store,128,67246.39,525.36,3.81,12,11.6,6,0,18,7.4,1,55.6,31.3,0
C025076,65,Male,18882,Bachelor,Other,Mumbai,83,Gold,Mobile App,299,18675.21,62.46,3.8,14,11.7,13,0,23,5.2,2,73.2,62.2,1
C025077,58,Female,16310,High School,IT,Coimbatore,60,Silver,Mobile App,138,27583.72,199.88,3.71,16,10.8,6,0,53,8.7,0,50.6,28.1,1
C025078,51,Female,45831,Bachelor,Student,Kochi,120,Silver,Store,452,48634.34,107.6,3.92,15,21.6,4,1,44,9.4,2,50.2,55.8,1
C025079,46,Female,89139,Diploma,Teacher,Chennai,71,Silver,Mobile App,339,183846.1,542.32,4.2,25,10.7,8,2,72,7.0,5,63.3,22.7,1
C025080,20,Female,71367,Bachelor,Other,Kochi,95,None,Mobile App,303,57668.89,190.33,2.73,17,9.6,9,1,49,4.8,1,32.9,47.8,1
C025081,27,Female,74515,High School,Other,Pune,100,Silver,Store,575,67305.03,117.05,5.07,12,16.9,1,4,8,6.5,2,70.1,32.2,1
C025082,37,Male,26001,Bachelor,Business,Coimbatore,16,Platinum,Mobile App,36,14998.34,416.62,1.94,13,12.0,3,2,28,6.3,0,98.0,45.2,0
C025083,19,Male,72178,Master,Student,Coimbatore,111,None,Store,357,53375.11,149.51,3.16,15,23.7,7,1,22,6.8,1,80.0,45.7,1
C025084,44,Female,15000,Diploma,Healthcare,Delhi,35,Silver,Mobile App,75,23671.65,315.62,2.5,15,14.8,2,2,62,8.1,0,68.3,32.1,0
C025085,49,Female,68394,Bachelor,Teacher,Madurai,9,None,Store,53,189180.49,3569.44,5.84,16,12.5,6,2,48,9.0,0,65.9,56.2,0
C025086,27,Male,40550,Bachelor,Healthcare,Delhi,35,None,Mobile App,155,27977.09,180.5,4.34,15,13.4,6,4,79,6.4,2,41.4,35.7,1
C025087,57,Female,35326,Bachelor,Student,Hyderabad,106,Gold,Marketplace,513,34582.47,67.41,4.92,20,0.0,5,1,32,8.9,0,43.1,47.9,0
C025088,34,Male,54149,Bachelor,Teacher,Pune,65,Platinum,Store,239,60440.31,252.89,4.61,10,14.0,5,3,24,6.5,4,54.4,25.0,0
C025089,50,Female,36638,Bachelor,IT,Hyderabad,81,Platinum,Mobile App,309,32580.18,105.44,3.96,13,16.1,6,1,24,7.1,1,98.0,35.3,0
C025090,23,Female,54469,Bachelor,Engineer,Pune,58,None,Marketplace,405,45427.9,112.17,6.12,14,11.9,2,1,43,9.7,1,48.8,81.0,0
C025091,56,Female,42785,Master,Healthcare,Coimbatore,69,None,Website,239,29189.91,122.13,2.48,20,12.4,6,1,16,8.5,1,74.3,26.2,0
C025092,64,Male,90595,Diploma,IT,Hyderabad,23,None,Mobile App,69,70169.13,1016.94,3.01,20,15.5,9,2,42,10.0,0,74.8,47.8,1
C025093,35,Female,107890,Bachelor,Sales,Chennai,29,Gold,Mobile App,66,138972.02,2105.64,2.19,15,0.0,5,1,99,5.9,2,63.2,47.9,1
C025094,26,Female,32395,Master,Student,Pune,37,Silver,Website,216,23807.32,110.22,6.32,12,10.5,9,1,32,10.0,3,98.0,48.5,0
C025095,25,Female,15000,Diploma,Healthcare,Mumbai,110,None,Mobile App,748,33358.09,44.6,6.91,22,15.9,9,3,13,5.7,5,76.0,53.1,1
C025096,42,Female,104772,Bachelor,Other,Bengaluru,12,Gold,Store,35,87113.08,2488.95,3.48,24,3.9,6,0,78,8.1,0,64.2,3.0,0
C025097,48,Male,72656,High School,Engineer,Pune,106,None,Website,52,142828.73,2746.71,0.5,14,0.0,5,1,135,7.8,1,51.4,30.0,0
C025098,59,Male,113595,Bachelor,Other,Hyderabad,22,Gold,Website,84,89556.25,1066.15,3.28,13,9.6,5,2,74,5.2,4,40.0,55.4,1
C025099,21,Male,39881,Master,Business,Mumbai,104,None,Website,37,23413.46,632.8,0.5,19,5.5,6,4,40,4.7,2,60.9,57.7,1
C025100,37,Male,43406,Bachelor,Finance,Kochi,27,Silver,Mobile App,139,74374.4,535.07,6.71,17,17.7,3,1,37,7.5,1,63.4,27.1,0
C025101,45,Male,30688,Bachelor,Student,Pune,42,Silver,Mobile App,86,35592.16,413.86,2.36,15,15.7,7,3,33,7.3,0,94.6,25.5,1
C025102,57,Female,44584,Bachelor,Teacher,Bengaluru,114,Gold,Mobile App,340,56665.09,166.66,2.58,17,12.4,9,2,35,10.0,2,89.4,48.0,1
C025103,18,Male,198134,Bachelor,Engineer,Coimbatore,67,None,Store,68,317006.11,4661.85,1.06,18,7.1,12,2,77,4.3,1,77.1,27.9,1
C025104,57,Female,107137,Master,Healthcare,Kochi,24,Silver,Mobile App,37,159560.08,4312.43,1.84,11,12.3,2,3,42,5.9,0,85.7,21.0,1
C025105,61,Female,134417,Master,Finance,Madurai,102,None,Marketplace,427,52359.76,122.62,4.34,17,13.1,2,2,54,7.0,0,54.6,17.4,1
C025106,40,Male,39554,Master,Business,Delhi,18,None,Website,95,49773.03,523.93,6.62,11,8.4,7,1,19,8.4,0,52.8,14.8,0
C025107,64,Male,31175,Bachelor,Business,Pune,16,None,Store,80,44693.02,558.66,4.51,17,0.0,2,1,46,9.6,2,71.8,47.3,0
C025108,30,Male,80433,Master,Engineer,Coimbatore,7,Gold,Website,32,133422.22,4169.44,4.38,16,0.0,6,2,57,9.3,1,63.5,14.1,0
C025109,33,Male,84805,Master,Sales,Madurai,31,None,Store,226,172041.16,761.24,6.36,17,1.8,5,0,17,7.8,0,90.2,12.5,1
C025110,43,Female,60143,Master,Sales,Kochi,90,Silver,Mobile App,456,33389.83,73.22,4.74,14,9.6,3,1,30,8.6,3,66.5,28.0,0
C025111,48,Male,48486,Master,Healthcare,Hyderabad,120,None,Mobile App,72,116180.31,1613.62,0.5,19,6.1,7,1,26,8.2,1,38.5,44.1,0
C025112,67,Female,247341,Master,IT,Madurai,72,None,Website,370,159154.47,430.15,5.36,10,10.5,10,1,41,10.0,1,51.9,54.1,0
C025113,18,Male,64320,Diploma,IT,Kochi,72,None,Marketplace,315,40467.0,128.47,4.01,18,12.7,6,1,41,7.0,3,94.2,88.5,0
C025114,34,Female,66994,PhD,IT,Bengaluru,57,None,Mobile App,201,28541.06,142.0,2.92,12,7.9,6,3,9,8.6,2,50.4,68.0,0
C025115,33,Male,97362,Bachelor,Student,Pune,119,Silver,Mobile App,1065,181024.11,169.98,9.36,18,7.0,6,1,25,7.7,3,31.6,28.6,1
C025116,54,Male,58928,Diploma,Healthcare,Madurai,64,Gold,Mobile App,428,22423.47,52.39,5.4,13,11.4,6,1,55,8.4,1,44.7,44.2,1
C025117,69,Male,134567,Master,Teacher,Madurai,2,Silver,Mobile App,14,55746.62,3981.9,6.71,15,15.6,4,2,108,6.6,2,34.7,35.6,0
C025118,27,Male,63707,Bachelor,Engineer,Delhi,4,None,Website,17,72038.5,4237.56,4.93,12,13.7,7,2,10,5.8,0,92.2,18.1,0
C025119,55,Male,74304,Bachelor,Teacher,Madurai,118,Silver,Store,1224,146236.81,119.47,8.95,18,5.2,10,0,32,8.3,0,71.4,27.3,0
C025120,61,Male,18691,Bachelor,Engineer,Madurai,17,Silver,Mobile App,75,12994.49,173.26,3.48,19,6.4,4,0,13,9.4,2,64.1,39.6,0
C025121,48,Female,72873,Diploma,Sales,Kochi,108,None,Store,88,187370.77,2129.21,0.79,10,8.9,4,2,58,7.3,0,63.5,45.1,1
C025122,27,Female,94651,Diploma,IT,Bengaluru,78,Gold,Marketplace,238,148141.84,622.44,3.71,9,4.3,5,1,56,8.5,0,54.7,39.6,1
C025123,66,Male,65691,Bachelor,Sales,Kochi,8,None,Website,35,65912.68,1883.22,5.71,19,12.6,6,4,39,8.2,1,98.0,13.8,1
C025124,51,Female,38661,Bachelor,Teacher,Chennai,90,None,Store,313,79669.18,254.53,4.19,8,8.4,3,4,74,6.3,3,61.9,38.6,1
C025125,68,Male,74294,Master,Finance,Hyderabad,42,None,Store,239,30581.99,127.96,4.76,11,7.5,6,1,69,7.4,2,66.8,29.2,0
C025126,69,Male,61042,Bachelor,Other,Madurai,10,Silver,Website,54,20751.24,384.28,5.83,14,11.8,2,0,49,6.2,3,76.8,53.6,0
C025127,23,Female,26825,Bachelor,IT,Coimbatore,35,None,Website,239,11676.4,48.86,5.21,22,13.3,7,4,53,6.5,0,71.3,35.3,0
C025128,45,Male,55019,High School,Engineer,Mumbai,83,Gold,Mobile App,165,46831.74,283.83,1.96,10,13.1,4,0,50,8.1,1,66.3,27.2,0
C025129,45,Female,24721,Master,Sales,Coimbatore,35,Silver,Marketplace,170,40128.66,236.05,4.89,16,10.1,6,3,21,8.1,0,46.1,36.9,1
C025130,30,Female,97466,High School,Business,Kochi,91,Silver,Mobile App,117,75737.43,647.33,1.31,13,5.8,2,2,108,7.3,2,54.8,50.4,1
C025131,58,Male,56960,PhD,Sales,Madurai,111,Silver,Mobile App,475,105317.68,221.72,3.8,20,11.7,5,1,70,6.7,2,53.4,41.0,1
C025132,29,Male,22873,Master,Healthcare,Hyderabad,95,Silver,Marketplace,611,25711.69,42.08,6.2,25,9.1,8,1,42,8.1,0,42.5,33.3,1
C025133,67,Male,279851,High School,Other,Madurai,14,Silver,Store,43,382585.82,8897.34,3.49,12,7.8,5,0,21,7.1,1,39.5,22.5,0
C025134,57,Female,20034,Master,Finance,Mumbai,49,Gold,Marketplace,200,20048.64,100.24,3.71,13,10.1,6,2,87,5.4,4,72.2,41.9,0
C025135,67,Female,43941,Bachelor,Sales,Chennai,24,None,Mobile App,129,119494.34,926.31,4.75,12,8.1,8,1,18,10.0,2,98.0,33.8,0
C025136,19,Male,58519,Bachelor,Teacher,Hyderabad,59,Silver,Store,190,52895.1,278.4,3.17,10,19.4,8,2,8,8.8,2,61.0,36.9,1
C025137,25,Female,160511,Bachelor,Business,Hyderabad,70,None,Website,268,58426.61,218.01,4.84,16,17.7,4,1,69,8.0,3,40.6,18.7,1
C025138,59,Female,66011,High School,Finance,Mumbai,13,None,Mobile App,28,80086.66,2860.24,3.0,15,19.6,14,4,41,8.7,2,56.5,36.3,0
C025139,26,Female,80251,Bachelor,Business,Bengaluru,102,None,Website,472,138264.43,292.93,3.59,18,11.6,5,1,32,6.0,0,79.1,43.0,1
C025140,67,Female,138225,Bachelor,Other,Chennai,31,Silver,Mobile App,127,143577.54,1130.53,4.52,17,9.9,8,0,43,8.7,0,62.6,28.4,0
C025141,25,Female,41883,Master,Student,Bengaluru,45,None,Website,213,35778.16,167.97,5.49,20,10.9,6,0,87,7.9,0,44.6,29.1,1
C025142,68,Female,45754,Bachelor,Teacher,Madurai,103,Silver,Store,558,46111.59,82.64,4.71,13,21.3,2,2,16,6.6,4,79.3,24.3,0
C025143,20,Female,102920,Master,Sales,Bengaluru,43,None,Website,189,138313.08,731.82,6.16,18,7.2,3,2,60,7.1,2,37.7,47.1,1
C025144,26,Male,18496,Master,Sales,Chennai,95,None,Website,485,30899.57,63.71,6.18,8,16.9,3,2,31,6.9,2,81.8,43.9,1
C025145,30,Female,60158,Master,Student,Kochi,13,Gold,Marketplace,84,119365.03,1421.01,6.8,11,10.1,8,1,64,6.8,5,78.0,53.3,0
C025146,26,Male,44907,Master,Healthcare,Hyderabad,73,None,Mobile App,253,30178.16,119.28,3.81,20,9.3,4,1,55,8.2,2,75.7,11.5,0
C025147,48,Female,46190,Diploma,Teacher,Hyderabad,60,Gold,Mobile App,54,51206.96,948.28,0.88,13,3.7,6,0,52,8.3,3,29.6,39.5,1
C025148,42,Female,63597,Diploma,Healthcare,Mumbai,117,Gold,Mobile App,441,148432.91,336.58,4.99,16,4.8,7,2,31,10.0,1,38.5,43.5,1
C025149,69,Female,107968,Bachelor,Student,Pune,62,Gold,Mobile App,334,112235.36,336.03,5.3,14,8.9,5,2,62,5.2,4,60.8,40.7,1
C025150,61,Male,40875,Bachelor,Student,Pune,51,Gold,Website,259,54700.26,211.2,4.62,21,14.7,4,3,67,8.0,0,85.3,37.4,1
C025151,62,Male,82860,Diploma,IT,Delhi,66,None,Website,190,42787.73,225.2,2.99,18,17.1,5,2,16,6.4,2,77.5,8.8,0
C025152,25,Male,15345,Bachelor,Business,Pune,27,Platinum,Website,247,28515.18,115.45,9.34,20,11.3,4,1,36,9.9,1,51.6,20.7,0
C025153,64,Male,47358,Bachelor,Finance,Kochi,105,Silver,Store,682,44832.73,65.74,5.33,14,16.8,5,1,12,6.1,2,56.9,41.5,1
C025154,48,Male,58580,Master,Other,Mumbai,53,Silver,Mobile App,192,42713.05,222.46,3.65,11,12.2,5,2,41,10.0,1,44.3,19.3,0
C025155,62,Female,102146,Bachelor,IT,Madurai,52,Silver,Store,223,72462.58,324.94,4.05,16,9.3,5,1,67,7.9,3,62.8,17.6,1
C025156,62,Female,23104,Master,Finance,Pune,86,Silver,Store,464,29658.96,63.92,8.01,16,8.6,6,0,53,7.0,2,79.2,21.4,1
C025157,48,Female,19826,Bachelor,Healthcare,Mumbai,34,Silver,Store,126,28504.63,226.23,3.93,15,13.6,10,0,40,7.1,3,55.4,38.8,1
C025158,34,Female,223874,Bachelor,Sales,Kochi,105,Gold,Mobile App,878,500000.0,569.48,7.68,9,6.0,6,2,24,9.3,3,60.1,12.9,1
C025159,64,Female,56571,Bachelor,Other,Delhi,45,None,Mobile App,254,83343.55,328.12,6.42,11,21.8,7,3,47,7.9,1,71.9,47.2,1
C025160,36,Male,122033,Bachelor,Business,Delhi,44,Silver,Mobile App,237,144406.28,609.31,7.33,13,15.1,4,1,138,8.0,4,76.4,44.4,0
C025161,20,Female,45548,Master,Student,Bengaluru,24,None,Mobile App,62,44009.42,709.83,2.28,12,1.9,8,3,21,7.0,1,84.4,33.5,0
C025162,63,Male,33465,Diploma,Engineer,Hyderabad,23,Silver,Mobile App,97,17140.14,176.7,4.2,21,3.6,1,0,49,10.0,0,60.9,3.0,0
C025163,47,Female,78053,Bachelor,Sales,Mumbai,80,Silver,Mobile App,302,121695.58,402.97,3.09,18,13.1,6,1,46,6.8,1,37.2,39.3,0
C025164,27,Female,45556,Diploma,Healthcare,Delhi,53,Platinum,Mobile App,387,92302.4,238.51,7.64,18,15.6,3,2,76,8.5,0,52.1,39.7,1
C025165,66,Female,40795,Diploma,Healthcare,Madurai,87,None,Mobile App,564,46994.04,83.32,7.66,8,6.5,6,0,71,8.0,2,47.3,64.5,1
C025166,46,Female,49154,Master,IT,Delhi,94,Gold,Mobile App,290,60270.01,207.83,3.34,19,16.3,4,2,52,10.0,1,81.6,46.8,1
C025167,57,Male,53486,Bachelor,Student,Hyderabad,58,None,Mobile App,265,100538.14,379.39,5.19,18,9.0,5,2,110,8.4,1,74.2,53.2,1
C025168,35,Male,33844,PhD,Engineer,Kochi,83,Silver,Marketplace,428,45545.6,106.41,4.24,16,12.3,4,1,40,5.8,1,38.0,63.4,1
C025169,29,Female,47595,Master,Student,Bengaluru,18,None,Mobile App,84,22574.26,268.74,4.5,11,15.6,4,0,44,9.5,4,59.0,39.3,1
C025170,66,Female,37375,Bachelor,IT,Kochi,42,None,Mobile App,183,49914.21,272.76,5.17,12,5.4,7,4,27,9.0,1,60.3,36.3,0
C025171,40,Male,28543,Diploma,Sales,Hyderabad,80,None,Store,312,55470.28,177.79,3.77,16,0.5,5,0,26,5.0,1,72.8,75.7,0
C025172,28,Male,62615,Bachelor,Engineer,Pune,59,None,Mobile App,424,70305.78,165.82,7.29,23,2.3,2,2,83,9.5,2,82.7,29.7,0
C025173,26,Female,22000,Master,Student,Coimbatore,106,Platinum,Mobile App,442,15145.26,34.27,3.56,17,17.3,8,2,9,7.0,3,72.1,3.0,1
C025174,41,Female,92651,Diploma,Healthcare,Delhi,80,Silver,Mobile App,293,138229.84,471.77,3.97,13,19.1,2,0,37,10.0,0,81.3,24.5,0
C025175,42,Female,110077,Bachelor,Sales,Kochi,14,None,Marketplace,109,101059.37,927.15,6.86,15,14.8,8,1,11,5.5,2,62.9,32.5,0
C025176,42,Male,44363,Bachelor,Other,Coimbatore,28,Silver,Website,217,58064.3,267.58,6.97,17,8.4,2,0,51,6.7,2,78.3,50.7,0
C025177,64,Male,47490,Master,Engineer,Delhi,101,None,Website,204,32784.61,160.71,3.14,14,15.5,14,0,9,8.4,1,53.2,34.4,0
C025178,26,Female,48996,Diploma,Healthcare,Mumbai,98,None,Marketplace,641,38321.48,59.78,5.08,13,15.4,3,1,62,9.2,1,41.4,29.7,1
C025179,29,Female,30905,Bachelor,Healthcare,Madurai,97,Silver,Store,634,26296.95,41.48,6.89,9,8.1,5,1,81,7.6,2,30.1,25.8,0
C025180,28,Male,129258,High School,Finance,Delhi,114,Silver,Website,471,187921.68,398.98,3.55,17,10.3,4,0,35,7.3,3,74.2,33.1,1
C025181,66,Male,109717,Bachelor,IT,Hyderabad,76,Silver,Mobile App,499,171104.35,342.89,6.28,13,0.0,4,0,19,8.2,1,43.6,44.5,0
C025182,55,Female,56088,Bachelor,Business,Kochi,106,None,Store,663,18342.86,27.67,6.56,20,12.4,7,2,82,8.3,0,65.5,37.3,1
C025183,45,Male,37448,Diploma,Finance,Coimbatore,56,None,Mobile App,87,30206.53,347.2,2.29,17,6.8,3,2,17,9.4,1,57.2,60.9,0
C025184,25,Male,47994,Bachelor,IT,Hyderabad,26,Platinum,Website,116,78699.09,678.44,4.06,15,15.0,4,1,71,7.1,1,28.5,34.1,1
C025185,27,Female,60525,High School,Business,Pune,91,None,Website,206,135602.63,658.27,2.12,17,6.6,3,2,22,8.9,3,42.0,27.3,1
C025186,42,Female,26902,Bachelor,Healthcare,Pune,117,Gold,Store,632,33082.81,52.35,5.01,18,4.8,7,1,73,6.4,2,59.4,26.6,1
C025187,64,Female,153860,Master,Engineer,Pune,25,Platinum,Website,197,239786.15,1217.19,6.74,9,18.9,5,2,17,7.1,1,54.6,22.0,1
C025188,53,Male,62352,Bachelor,Teacher,Madurai,96,Silver,Website,402,69628.6,173.21,5.08,13,5.3,2,5,23,7.7,1,61.9,27.7,0
C025189,67,Male,50382,Bachelor,Student,Delhi,59,Silver,Store,324,52020.4,160.56,5.56,13,9.4,3,1,74,7.2,1,52.1,29.0,1
C025190,60,Male,39731,PhD,IT,Mumbai,49,Gold,Website,301,33193.9,110.28,6.51,13,11.5,6,2,43,8.1,1,29.7,70.6,1
C025191,26,Male,47665,Master,IT,Hyderabad,63,Gold,Marketplace,305,44132.32,144.7,5.27,16,7.7,2,0,78,6.6,0,50.1,31.7,1
C025192,58,Male,76426,Diploma,IT,Mumbai,45,None,Mobile App,191,55475.61,290.45,5.45,16,8.3,1,3,6,9.4,0,68.3,27.9,0
C025193,25,Male,39193,Bachelor,Healthcare,Bengaluru,55,Platinum,Store,381,30944.66,81.22,5.31,17,7.0,5,1,51,4.5,1,46.8,44.6,1
C025194,20,Female,71551,Master,Finance,Mumbai,58,None,Mobile App,305,61003.8,200.01,4.96,22,6.8,7,0,90,8.1,3,64.8,32.1,1
C025195,35,Female,21862,Master,Finance,Bengaluru,6,None,Website,30,29437.28,981.24,5.6,10,11.5,0,2,83,7.8,2,73.0,24.8,1
C025196,63,Male,66931,Bachelor,Teacher,Coimbatore,66,None,Store,346,97744.98,282.5,5.92,20,4.0,4,3,53,6.1,3,67.4,26.2,1
C025197,52,Male,32058,Bachelor,Sales,Bengaluru,110,None,Website,712,30337.45,42.61,7.88,13,7.6,8,2,21,9.2,3,80.6,37.0,0
C025198,34,Female,77080,Diploma,Other,Hyderabad,95,None,Website,400,213901.09,534.75,2.77,18,15.1,9,1,27,5.2,0,66.0,3.0,0
C025199,53,Male,56853,Bachelor,IT,Bengaluru,108,Silver,Mobile App,552,135109.76,244.76,6.85,12,10.5,8,0,46,8.0,3,47.7,23.5,0
C025200,45,Male,65486,Master,IT,Delhi,17,Silver,Mobile App,50,60773.54,1215.47,3.64,15,13.8,4,2,62,8.9,4,88.7,25.5,0
C025201,67,Male,110778,Bachelor,Other,Kochi,40,None,Mobile App,145,39031.63,269.18,3.12,15,9.1,7,5,96,8.2,2,43.3,16.5,1
C025202,32,Female,19553,Bachelor,Finance,Pune,87,None,Mobile App,291,22344.79,76.79,4.15,18,5.2,5,1,122,7.7,3,71.7,23.4,0
C025203,36,Female,76884,Bachelor,Student,Kochi,66,None,Mobile App,134,150025.32,1119.59,1.83,16,10.1,8,1,13,5.1,1,98.0,7.9,0
C025204,39,Female,48120,Master,Other,Madurai,118,Silver,Store,446,29309.17,65.72,5.7,10,15.8,4,1,70,8.7,0,98.0,43.5,0
C025205,23,Male,102722,Diploma,Finance,Bengaluru,58,None,Website,296,227437.22,768.37,4.8,13,20.3,6,1,60,7.2,1,85.8,7.8,1
C025206,64,Female,29026,Bachelor,Teacher,Chennai,15,Gold,Store,119,45069.43,378.73,7.5,16,28.3,7,0,49,10.0,0,31.5,30.8,1
C025207,24,Male,52022,Bachelor,Business,Hyderabad,65,None,Website,361,77600.89,214.96,6.1,15,8.6,4,1,52,7.3,2,84.7,50.3,1
C025208,61,Female,88490,PhD,Teacher,Coimbatore,7,Silver,Mobile App,26,114281.98,4395.46,2.96,26,10.0,4,2,65,8.0,1,63.2,36.0,0
